"Date","Tank","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat"
20200917,"20200917_carboy","carboy",30,22.4,8.19259163222442,4.69131339490071,150.933437741691,941.764142328016,127.736463235476,1074.19191895839,1294.857561,2.05610037896039
20200917,"20200917_GSO","GSO",33,22.675,8.38906105365672,3.41903031620094,112.584194023917,1117.74149475122,259.322109075351,1380.48263414277,1789.543048,4.12138841361203
20200917,"20200917_tank","tank",40,23.85,8.42398652815582,3.01435779714797,106.185459751309,1150.29956090946,352.73177359605,1506.04569230265,2065.226471,5.35770291450023
